Geneid	SRR14267546	SRR14267547	SRR14267548	SRR14267549	SRR14267550	SRR14267551	SRR14267552	SRR14267553	SRR14267554	SRR14267555	SRR14267556	SRR14267557	SRR14267558	SRR14267559	SRR14267560	SRR14267561	SRR14267562	SRR14267563	SRR14267564	SRR14267565	SRR14267566
AC048344.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BICD1	117	240	246	105	576	232	409	129	164	509	193	330	275	136	112	248	58	62	319	216	340
AC048344.4	2	5	1	2	6	4	0	0	1	2	0	7	0	0	0	14	0	2	0	9	6
AC016954.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
AC026356.1	6	0	7	9	25	10	13	9	6	25	12	21	8	4	9	6	0	2	0	12	8
AC026356.2	0	5	5	3	25	5	10	0	7	29	18	13	0	11	0	10	2	6	0	0	6
FGD4	602	314	617	461	527	919	683	238	614	2072	717	552	891	548	2197	587	201	136	474	493	937
RNU6-494P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1L	491	397	845	447	587	816	616	373	546	566	655	554	798	537	354	463	195	80	411	520	790
AC084824.2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0
AC084824.5	9	9	5	7	9	8	5	0	1	12	3	1	1	0	8	0	0	0	6	4	7
AC084824.1	20	10	14	15	16	16	49	9	13	25	9	5	14	11	18	14	10	0	18	23	21
YARS2	142	122	218	105	215	156	202	74	66	130	86	101	197	115	53	146	84	18	121	173	152
AC084824.3	11	9	10	2	4	11	5	5	4	12	7	4	13	0	4	0	0	0	27	0	24
AC084824.4	0	1	9	4	11	6	9	1	2	10	1	1	3	2	0	7	7	2	0	6	4
PKP2	699	248	669	607	547	605	513	245	492	1305	270	609	1199	545	459	784	263	146	594	426	1093
AC087588.2	0	13	1	13	5	13	8	0	13	20	4	18	41	0	8	23	0	2	20	4	7
AC087588.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087311.1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	10
AC087311.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT10	4	0	3	9	0	4	0	40	4	1	14	0	1	5	0	0	3	0	0	0	0
AC023158.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023158.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-400P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024153.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-472P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG10	125	51	176	47	109	97	72	53	77	50	76	93	115	39	28	62	31	19	67	130	107
AC046130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC046130.2	0	0	5	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	8	11	2
AC140847.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140847.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140847.2	0	0	0	0	3	2	0	8	0	5	0	0	0	2	0	1	0	0	0	0	0
RNA5SP357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
DUX4L27	0	0	10	0	5	0	6	5	0	0	5	0	0	10	0	6	0	0	0	0	0
AK6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF970P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AK6P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLUHP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP358	0	0	1	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0
RNA5SP359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117372.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
NF1P12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG10B	64	66	165	71	145	148	145	38	57	115	47	75	99	77	60	60	87	22	78	138	146
AC087897.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC087897.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE8	123	82	268	174	78	182	171	54	113	125	263	160	206	144	99	125	65	37	83	124	241
AC067735.1	0	0	2	0	7	9	0	0	1	3	13	4	0	5	2	0	0	0	0	0	3
AC018448.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018448.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084373.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF21A	3890	2201	6918	2292	5830	3962	3933	936	4133	4593	1319	3959	5574	3816	842	3413	2799	831	3409	3817	4410
AC121334.1	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC121334.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD2	102	138	196	46	181	184	110	36	63	71	35	129	76	126	16	49	73	12	91	54	71
C12orf40	0	9	0	1	0	1	8	5	0	0	0	0	0	0	0	0	1	1	0	0	0
SLC2A13	260	124	451	189	455	376	322	94	306	350	274	277	467	297	93	235	135	42	165	262	361
RPL30P13	0	0	5	4	0	2	2	0	5	3	0	5	3	2	0	0	0	2	3	0	4
LINC02555	0	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC02471	0	4	0	0	0	4	0	0	1	3	10	0	0	0	0	0	0	0	1	0	0
AC079630.1	6	11	3	7	15	21	8	0	4	20	20	6	12	2	17	14	0	1	22	7	18
LRRK2	150	916	326	154	148	718	440	301	157	547	1090	144	190	112	880	145	114	36	77	214	165
AC084290.1	5	4	2	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MUC19	5	0	2	35	10	20	56	9	6	3	8	7	1	41	7	0	7	2	18	0	4
AC107023.1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-713P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN1	0	0	0	0	2	7	15	0	12	0	3	2	8	5	1	8	0	0	13	0	41
AC016144.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AC015540.1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PDZRN4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
AC090531.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND2P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC02400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090630.1	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
AC006197.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023513.1	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	8	4	1	0	0	4
GXYLT1	122	81	312	200	254	292	335	88	134	186	191	84	181	146	121	156	78	36	167	255	237
YAF2	136	280	250	136	273	458	338	130	222	313	252	289	267	188	340	205	81	50	291	262	303
PPHLN1	336	514	811	458	520	697	632	336	464	461	634	470	616	400	327	415	215	105	453	649	730
AC020629.1	0	0	0	0	11	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ZCRB1	166	176	293	125	256	273	307	132	170	197	167	256	345	190	107	158	101	38	184	198	298
MIR7851	0	0	8	0	8	2	28	2	0	5	4	1	1	1	0	0	1	2	0	1	13
AC079684.1	14	17	11	12	9	25	20	13	6	12	16	4	13	9	6	4	0	1	7	25	10
RNU6-249P	0	0	1	4	4	3	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
AC079601.2	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
PRICKLE1	7	7	9	38	62	7	15	14	13	25	4	21	4	21	23	13	18	5	3	23	79
AC079601.1	13	12	0	0	0	0	5	1	1	1	0	1	0	12	7	0	0	0	0	5	4
AC079600.3	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079600.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS27P21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02450	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
AC068802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012038.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012038.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS36P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
AC090525.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090525.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC090525.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1A1P17	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	7	0	0
PUS7L	162	251	440	221	309	343	391	150	173	293	294	248	375	171	103	159	105	51	173	310	487
AC093012.1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
IRAK4	208	381	617	406	269	495	303	203	203	325	442	243	308	216	222	235	81	50	231	265	374
TWF1	699	501	1077	574	610	623	636	348	508	504	644	681	944	481	527	314	230	78	355	470	656
TMEM117	49	75	100	76	103	94	94	62	104	88	79	106	116	75	28	53	14	10	81	143	83
ZNF75BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC025030.2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	8	0
AC025030.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC025253.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NELL2	426	348	1050	169	1516	984	810	68	398	339	107	709	745	765	25	740	573	85	474	94	428
DBX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008127.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RACGAP1P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	1
AC008127.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA8P1	31	20	36	24	34	33	38	6	10	48	10	12	13	16	34	14	12	2	20	47	27
AC009248.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO6	606	592	891	607	1037	824	658	324	519	1243	536	685	773	539	412	534	253	83	450	401	847
AC009248.2	0	0	1	1	2	2	6	0	2	7	1	0	0	5	0	0	0	2	0	0	1
AC063924.1	0	0	1	0	0	0	0	4	0	3	2	0	2	0	0	0	0	0	2	1	0
AC079950.1	0	0	1	0	0	3	0	1	0	0	0	0	0	5	0	0	8	0	0	0	0
AC008124.1	172	118	263	103	412	251	327	106	122	390	195	202	149	265	171	305	114	53	178	558	420
ARID2	773	938	1388	802	1320	1409	1404	627	1361	1442	915	1067	1645	854	565	1048	403	171	822	1240	1546
AC009464.1	19	22	3	1	11	10	31	0	5	12	13	3	2	15	9	0	5	0	0	10	2
RN7SL246P	0	0	9	24	10	24	10	23	21	22	4	20	5	10	6	12	10	0	0	6	14
KNOP1P2	0	0	0	0	0	0	0	0	2	0	0	0	1	9	0	6	0	0	0	0	0
SCAF11	1472	1788	2989	2143	2035	2547	2023	1068	1398	1949	2029	1676	2404	1368	1236	1162	757	354	1441	1848	2202
AC084878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A1	179	1688	1144	627	769	3021	1133	938	1411	1938	1212	1617	1415	1217	942	936	205	139	755	777	2106
AC025031.3	0	5	12	4	13	26	5	9	9	9	7	8	0	8	9	0	2	0	0	1	5
SLC38A2	499	2121	1821	2091	1350	3839	2487	1177	4136	4458	2968	3234	3257	5178	5144	4207	639	378	2449	1522	4096
AC025031.2	0	11	2	2	0	2	0	0	1	5	0	0	0	15	6	5	0	0	0	0	1
AC008014.1	124	57	163	115	128	122	139	64	59	96	64	147	102	115	50	118	53	28	116	67	105
AC025031.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC025031.4	37	17	60	20	40	83	60	22	25	39	36	32	28	30	29	43	30	9	42	89	29
AC025031.5	21	0	32	29	49	35	82	26	35	27	14	33	29	25	53	31	23	10	65	56	41
AC008035.1	33	25	68	37	57	49	55	26	19	33	21	62	28	35	0	35	56	9	52	45	27
OR7A19P	49	15	38	15	54	26	90	5	19	23	18	34	17	9	7	34	37	4	48	32	17
MARK3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A4	26	5	67	54	33	15	21	9	20	4	7	34	17	21	5	5	1	3	6	16	9
AC079906.1	11	0	0	16	2	0	11	0	1	0	0	0	0	0	0	3	0	0	5	0	1
AMIGO2	120	59	89	39	128	89	62	57	35	86	41	85	69	87	31	63	46	19	34	50	134
PCED1B	81	314	186	62	100	370	148	109	32	42	67	39	94	65	16	32	55	6	47	53	59
AC119044.1	0	0	4	0	0	7	0	0	0	4	5	0	0	0	0	0	0	0	0	0	1
MIR4698	0	0	3	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
PCED1B-AS1	17	210	204	45	19	494	62	61	8	31	93	14	22	27	41	41	18	0	17	25	6
AC008083.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC008083.3	0	9	8	0	8	9	1	26	0	2	1	2	0	0	0	0	0	0	0	10	3
AC008083.4	0	0	1	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC008083.2	8	9	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0
LINC02416	0	0	0	1	0	5	0	3	0	2	3	0	0	4	0	0	0	0	0	0	3
MIR4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02156	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ADI1P3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0
AC003686.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC004486.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPAP3	257	222	528	381	319	349	517	243	223	208	258	230	436	194	208	179	114	40	213	283	335
AC004241.3	14	17	11	14	13	14	14	0	8	9	13	10	4	10	25	9	4	0	0	6	7
AC004241.1	82	30	82	55	82	54	93	19	31	34	69	23	65	19	23	34	74	8	23	89	39
ENDOU	9	30	2	0	4	3	2	4	19	36	29	9	16	22	3	19	0	6	0	23	46
AC004241.5	0	6	8	5	7	10	21	0	20	21	53	11	20	19	20	38	0	1	0	26	59
AC004241.2	26	3	5	18	9	0	0	14	0	4	8	2	6	2	3	7	0	1	0	6	0
RAPGEF3	176	159	512	231	489	292	988	129	519	484	2588	472	1019	360	440	648	71	134	425	839	1125
SLC48A1	152	127	240	117	396	175	226	39	164	301	232	233	292	127	97	172	75	32	157	330	472
AC004241.4	0	0	7	5	12	1	0	0	7	7	18	13	15	0	7	17	0	2	15	9	32
HDAC7	2718	3113	4431	2696	3506	3073	3994	1619	3336	2433	5186	2762	4054	2762	2644	2762	1300	765	4227	5460	4239
AC004466.1	14	18	12	1	15	7	20	5	10	9	11	7	22	8	5	8	0	2	0	0	24
AC004466.3	3	0	0	4	0	1	0	0	0	0	6	0	0	1	0	0	0	1	0	0	1
AC004466.2	11	42	29	38	65	35	75	16	40	59	90	38	40	56	56	11	23	5	13	118	55
LINC02354	29	0	20	6	19	9	2	5	18	9	37	14	6	12	3	9	0	2	0	48	24
VDR	368	412	625	212	370	835	341	326	408	1073	1376	336	402	320	1265	444	94	44	381	306	622
AC121338.1	0	0	3	0	0	4	2	0	1	4	1	0	0	3	0	0	0	0	0	0	0
AC121338.2	12	13	35	14	32	23	9	4	13	16	7	35	43	27	14	13	3	6	32	9	51
AC004801.7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TMEM106C	152	137	192	95	159	236	231	169	173	173	184	141	206	103	73	82	33	20	80	219	260
COL2A1	0	4	0	2	2	0	0	0	1	1	0	0	1	26	7	5	0	0	3	7	0
AC004801.5	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	4	0	0
AC004801.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004801.3	0	0	0	0	0	0	5	0	3	1	2	0	0	3	9	0	0	0	0	0	0
AC004801.6	0	8	1	1	4	14	9	2	6	5	0	7	10	7	9	6	0	0	0	0	6
SENP1	269	264	391	254	302	310	336	162	195	229	202	271	313	179	146	176	89	29	183	272	354
AC004801.2	19	12	12	10	12	5	2	0	8	7	8	4	17	1	7	20	4	3	3	11	10
RNU6-1203P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFKM	423	215	443	285	658	377	323	192	342	315	178	370	318	371	136	344	182	67	380	266	457
MIR6505	0	0	2	0	3	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASB8	284	260	496	281	437	415	410	171	267	252	209	295	471	266	297	276	168	44	226	338	382
AC074029.3	0	0	3	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
AC074029.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHBP18	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	13	1	0	1	4	0
AC074029.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC184	165	88	155	66	131	52	86	42	32	25	80	59	50	122	62	22	29	13	73	29	41
AC074029.4	13	0	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0
AC024257.3	41	76	67	35	70	94	49	25	32	66	76	26	28	62	36	41	13	11	28	164	78
OR10AD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024257.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024257.5	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	9	0	0
H1FNT	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AC024257.2	3	5	0	0	2	0	5	3	0	0	3	0	3	0	0	0	0	0	0	1	3
ZNF641	282	491	539	322	486	438	604	222	362	385	480	301	315	216	362	324	87	58	186	788	698
AC090115.1	16	7	5	0	9	5	4	0	2	8	0	0	0	3	0	0	3	0	12	3	3
OR5BK1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024257.4	12	0	6	0	0	0	0	0	3	2	1	1	7	0	0	4	4	1	0	2	3
AC090115.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090115.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090115.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8T1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANP32D	0	2	4	0	1	0	0	0	3	4	1	0	0	0	0	0	0	4	0	0	0
C12orf54	14	11	5	3	4	8	16	5	7	0	6	1	7	5	4	9	0	2	29	22	12
AC089987.3	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	3	0	0	0	0	0
RPS10P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC089987.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10
OR8S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC089987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LALBA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
OR11M1P	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANSL2	190	327	361	304	374	469	342	141	344	395	275	263	351	288	202	260	118	71	404	390	496
SNORA2C	0	0	0	0	0	3	9	0	0	5	5	0	16	3	0	2	0	0	0	0	0
MIR1291	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
SNORA2A	4	1	11	2	7	8	1	7	2	11	2	14	12	2	8	1	0	2	0	1	8
SNORA2B	0	9	2	8	2	7	2	0	3	2	1	8	0	2	6	4	0	1	0	38	6
CCNT1	482	667	892	610	574	1044	833	410	504	617	829	568	695	495	624	529	206	95	555	546	751
TEX49	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC117498.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ADCY6	1059	717	1000	643	1003	727	1488	463	1188	962	887	739	1253	788	517	863	373	241	1044	2063	1309
MIR4701	0	0	2	0	3	1	10	1	1	5	0	0	9	1	0	5	0	0	3	0	18
AC117498.2	13	0	1	0	0	0	0	0	3	0	0	0	2	5	0	0	0	1	5	6	0
AC117498.3	0	0	2	0	1	0	4	0	1	3	0	2	3	5	6	6	0	5	5	5	3
CACNB3	718	291	610	344	765	472	611	160	384	218	231	524	551	678	155	393	323	71	542	431	277
DDX23	1220	1170	2060	1293	1338	1538	1491	837	1257	936	1684	1139	1887	1166	595	909	590	187	977	930	1465
RND1	0	249	77	137	74	271	84	126	378	22	1303	96	247	263	209	159	1	24	202	74	140
RNU6-600P	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC073610.1	0	8	0	0	0	0	0	1	0	7	0	0	1	2	0	0	0	0	0	0	0
AC073610.3	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0
CCDC65	1194	625	1287	754	898	715	917	579	500	301	474	1084	1045	757	282	629	614	120	649	372	428
FKBP11	183	357	293	238	200	369	337	83	194	193	347	177	248	297	231	78	69	36	138	236	214
AC073610.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF3	1344	1445	2090	1597	1862	1909	2032	925	1365	1600	1790	1382	2263	1621	1836	1053	448	182	1395	1167	1768
WNT10B	0	36	39	17	21	62	87	18	10	3	27	16	9	12	11	12	4	0	12	40	17
RNU6-940P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT1	0	3	6	0	3	2	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0
DDN	0	17	0	0	0	10	1	9	10	7	9	6	4	34	83	30	0	1	9	11	9
AC011603.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDN-AS1	10	0	2	4	0	2	0	9	0	1	9	1	0	7	6	7	0	0	0	7	0
PRKAG1	257	285	493	273	323	449	436	182	261	463	349	293	431	261	359	253	123	38	268	395	477
KMT2D	4738	6380	6499	4344	6637	7352	7680	3592	5599	7106	4875	4741	5644	5309	7231	5417	1855	896	6124	6856	7234
RHEBL1	57	25	154	132	84	110	65	65	54	26	79	45	116	99	52	83	64	23	86	48	20
AC011603.4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
DHH	0	0	0	6	2	9	2	7	7	6	4	7	4	27	70	5	0	4	0	0	0
AC011603.1	10	0	0	0	0	1	7	3	0	0	2	12	0	1	0	0	0	0	0	0	0
LMBR1L	570	605	728	495	773	921	1000	325	612	564	695	451	840	419	789	495	174	88	501	911	753
AC011603.2	59	26	34	22	27	57	14	16	26	36	30	20	37	14	8	8	7	5	37	25	15
TUBA1B	1851	1271	3289	1325	2466	4447	1773	1905	1667	2448	2598	1945	2571	1748	1340	1160	778	203	1259	1045	2471
TUBA1A	6189	4018	5657	2386	7626	6556	4541	3190	2840	2866	2345	5960	4737	3693	1984	2613	3154	370	2773	1384	1848
TUBA1C	284	332	549	538	470	931	655	280	646	912	824	1200	1104	434	730	562	145	121	351	489	1103
AC010173.1	0	30	3	0	4	14	3	4	2	22	27	7	7	5	86	10	3	0	0	15	8
AC125611.3	0	0	0	0	8	2	0	2	3	0	2	5	4	0	0	0	0	0	0	0	6
AC125611.4	1653	1226	1836	1253	2592	891	1559	613	841	448	531	1456	1511	1283	358	1231	1285	343	1406	624	793
PRPH	0	9	14	26	19	9	4	3	10	0	3	3	4	20	0	8	14	8	28	6	3
TROAP	0	4	46	9	50	80	29	24	14	65	7	43	1	5	8	0	6	0	0	5	27
C1QL4	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	5	0	0	0	8	0
DNAJC22	53	35	74	37	73	91	62	54	48	34	55	94	51	73	34	22	37	11	63	22	84
SPATS2	150	169	239	233	188	244	317	153	185	197	224	210	252	193	154	133	48	29	148	183	201
AC125611.2	9	12	21	16	15	10	2	1	8	10	15	0	7	5	5	7	3	2	5	25	14
AC125611.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
KCNH3	1017	541	916	485	1192	553	710	388	450	344	246	1027	709	828	161	530	575	144	724	181	325
MCRS1	566	616	804	465	768	733	843	372	543	508	500	606	868	561	241	531	183	90	427	534	702
PRPF40B	807	463	807	428	1141	603	859	251	576	518	306	582	852	631	283	779	455	137	871	1051	790
AC020612.3	0	7	0	2	0	0	0	0	0	1	0	1	4	5	0	5	0	0	2	0	0
FAM186B	48	45	28	14	32	33	23	42	19	62	38	27	24	68	32	41	8	2	23	17	36
